payload,distance,air_time,unique_carrier,region,carrier_group,carrier_group_new,origin,dest,aircraft_group,aircraft_type,aircraft_config,year,month,distance_group,passenger_ratio,transported(lb)
35000,995,130,FCQ,D,1,1,AZA,BRO,6,655,1,2015,4,2,0.2565789473684211,0
35000,1550,162,FCQ,D,1,1,AZA,CSG,6,655,1,2015,4,4,0.09868421052631579,0
105000,595,242,FCQ,D,1,1,AZA,DEN,6,655,1,2015,4,2,0.32894736842105265,0
350000,325,471,FCQ,D,1,1,AZA,ELP,6,655,1,2015,4,1,0.3611842105263158,0
35000,987,133,FCQ,D,1,1,AZA,IAH,6,655,1,2015,4,2,0.5197368421052632,0
70000,668,220,FCQ,D,1,1,AZA,OAK,6,655,1,2015,4,2,0.12828947368421054,0
35000,1096,144,FCQ,D,1,1,BDL,LAL,6,655,1,2015,4,3,0.006578947368421052,0
35000,1111,157,FCQ,D,1,1,BDL,TPA,6,655,1,2015,4,3,0.618421052631579,0
35000,1128,155,FCQ,D,1,1,BFI,AZA,6,655,1,2015,4,3,0.7368421052631579,0
35000,851,115,FCQ,D,1,1,BFI,BFL,6,655,1,2015,4,2,0.9605263157894737,0
35000,448,67,FCQ,D,1,1,BFL,AZA,6,655,1,2015,4,1,0.8881578947368421,0
35000,842,116,FCQ,D,1,1,BWI,TPA,6,655,1,2015,4,2,0.006578947368421052,0
70000,419,128,FCQ,D,1,1,CAE,TPA,6,655,1,2015,4,1,0.33223684210526316,0
35000,694,112,FCQ,D,1,1,CSG,DAL,6,655,1,2015,4,2,0.9144736842105263,0
35000,562,87,FCQ,D,1,1,DAL,ELP,6,655,1,2015,4,2,0.9144736842105263,0
70000,628,195,FCQ,D,1,1,DEN,LAS,6,655,1,2015,4,2,0.6085526315789473,0
35000,391,68,FCQ,D,1,1,DEN,SLC,6,655,1,2015,4,1,0.40131578947368424,0
245000,325,362,FCQ,D,1,1,ELP,AZA,6,655,1,2015,4,1,0.26973684210526316,0
105000,583,224,FCQ,D,1,1,LAS,ELP,6,655,1,2015,4,2,0.8947368421052632,0
70000,446,127,FCQ,D,1,1,OAK,SAN,6,655,1,2015,4,1,0.3881578947368421,0
35000,489,86,FCQ,D,1,1,RDU,IND,6,655,1,2015,4,1,0.9276315789473685,0
35000,239,49,FCQ,D,1,1,RIC,JQF,6,655,1,2015,4,1,0.8486842105263158,0
35000,324,48,FCQ,D,1,1,SAN,AZA,6,655,1,2015,4,1,0.8486842105263158,0
35000,636,77,FCQ,D,1,1,SAN,ELP,6,655,1,2015,4,2,0.24342105263157895,0
35000,976,125,FCQ,D,1,1,SBN,LAL,6,655,1,2015,4,2,0.006578947368421052,0
35000,368,61,FCQ,D,1,1,SLC,LAS,6,655,1,2015,4,1,0.7039473684210527,0
35000,1111,145,FCQ,D,1,1,TPA,BDL,6,655,1,2015,4,3,0.6907894736842105,0
35000,842,114,FCQ,D,1,1,TPA,BWI,6,655,1,2015,4,2,0.625,0
35000,419,70,FCQ,D,1,1,TPA,CAE,6,655,1,2015,4,1,0.6776315789473685,0
35000,970,134,FCQ,D,1,1,TPA,SBN,6,655,1,2015,4,2,0.6710526315789473,0
35000,208,35,FCQ,D,1,1,TYS,CAE,6,655,1,2015,4,1,0.006578947368421052,0
4380,59,90,J5,D,1,5,AGN,JNU,0,35,4,2015,4,1,0.5833333333333334,35
77700,59,1356,J5,D,1,5,AGN,JNU,0,40,4,2015,4,1,0.42063492063492064,2016
1850,59,24,J5,D,1,5,AGN,JNU,0,40,4,2015,4,1,0.0,0
42550,27,420,J5,D,1,5,AGN,TKE,0,40,4,2015,4,1,0.26811594202898553,3136
16650,64,335,J5,D,1,5,ELV,JNU,0,40,4,2015,4,1,0.2962962962962963,759
7400,18,54,J5,D,1,5,ELV,PEC,0,40,4,2015,4,1,0.0,1288
5200,32,78,J5,D,1,5,EXI,JNU,0,35,1,2015,4,1,0.0,45
1350,32,24,J5,D,1,5,EXI,JNU,0,79,1,2015,4,1,0.0,16
2700,25,24,J5,D,1,5,GST,HNH,0,79,1,2015,4,1,0.4,9
1300,25,12,J5,D,1,5,GST,HNH,0,35,1,2015,4,1,1.0,0
1300,41,36,J5,D,1,5,GST,JNU,0,35,1,2015,4,1,0.8,0
1350,41,24,J5,D,1,5,GST,JNU,0,79,1,2015,4,1,0.8,2
1300,25,18,J5,D,1,5,HNH,GST,0,35,1,2015,4,1,0.4,0
1350,25,18,J5,D,1,5,HNH,GST,0,79,1,2015,4,1,0.4,63
50700,35,708,J5,D,1,5,HNH,JNU,0,35,1,2015,4,1,0.5128205128205128,923
96200,35,1155,J5,D,1,5,HNH,JNU,0,40,4,2015,4,1,0.32371794871794873,855
36450,35,462,J5,D,1,5,HNH,JNU,0,79,1,2015,4,1,0.5481481481481482,330
15700,35,66,J5,D,1,5,HNH,JNU,1,194,1,2015,4,1,0.37777777777777777,51
3200,35,18,J5,D,1,5,HNH,JNU,4,415,1,2015,4,1,0.5555555555555556,124
3900,35,60,J5,D,1,5,HNH,JNU,0,35,1,2015,4,1,0.5333333333333333,0
5400,35,66,J5,D,1,5,HNH,JNU,0,79,1,2015,4,1,0.35,0
97500,70,2760,J5,D,1,5,HNS,JNU,0,35,1,2015,4,1,0.5173333333333333,3118
33750,70,864,J5,D,1,5,HNS,JNU,0,79,1,2015,4,1,0.544,825
50240,70,402,J5,D,1,5,HNS,JNU,1,194,1,2015,4,1,0.4236111111111111,538
28800,70,228,J5,D,1,5,HNS,JNU,4,415,1,2015,4,1,0.6790123456790124,551
31200,17,288,J5,D,1,5,HNS,SGY,0,35,1,2015,4,1,0.44166666666666665,4134
14850,17,132,J5,D,1,5,HNS,SGY,0,79,1,2015,4,1,0.4,4246
18840,17,54,J5,D,1,5,HNS,SGY,1,194,1,2015,4,1,0.5185185185185185,2459
16000,17,36,J5,D,1,5,HNS,SGY,4,415,1,2015,4,1,0.4444444444444444,5628
4380,59,102,J5,D,1,5,JNU,AGN,0,35,4,2015,4,1,0.25,524
81400,59,1632,J5,D,1,5,JNU,AGN,0,40,4,2015,4,1,0.42045454545454547,11030
9250,64,198,J5,D,1,5,JNU,ELV,0,40,4,2015,4,1,0.16666666666666666,2897
3900,32,60,J5,D,1,5,JNU,EXI,0,35,1,2015,4,1,0.0,322
1350,32,18,J5,D,1,5,JNU,EXI,0,79,1,2015,4,1,0.0,135
2700,41,42,J5,D,1,5,JNU,GST,0,79,1,2015,4,1,0.9,286
1300,41,18,J5,D,1,5,JNU,GST,0,35,1,2015,4,1,0.2,0
52000,35,750,J5,D,1,5,JNU,HNH,0,35,1,2015,4,1,0.475,3549
96200,35,1164,J5,D,1,5,JNU,HNH,0,40,4,2015,4,1,0.46474358974358976,5837
35100,35,486,J5,D,1,5,JNU,HNH,0,79,1,2015,4,1,0.43846153846153846,2744
15700,35,78,J5,D,1,5,JNU,HNH,1,194,1,2015,4,1,0.4,798
3200,35,12,J5,D,1,5,JNU,HNH,4,415,1,2015,4,1,0.6666666666666666,121
5400,35,72,J5,D,1,5,JNU,HNH,0,79,1,2015,4,1,0.5,0
92300,70,2286,J5,D,1,5,JNU,HNS,0,35,1,2015,4,1,0.532394366197183,19268
35100,70,804,J5,D,1,5,JNU,HNS,0,79,1,2015,4,1,0.4461538461538462,6025
56520,70,420,J5,D,1,5,JNU,HNS,1,194,1,2015,4,1,0.5432098765432098,5065
22400,70,192,J5,D,1,5,JNU,HNS,4,415,1,2015,4,1,0.3968253968253968,8589
1850,0,72,J5,D,1,5,JNU,JNU,0,40,4,2015,4,1,0.0,0
29900,98,1326,J5,D,1,5,JNU,KAE,0,35,1,2015,4,1,0.45217391304347826,5034
1460,98,54,J5,D,1,5,JNU,KAE,0,35,4,2015,4,1,0.5,249
11100,98,408,J5,D,1,5,JNU,KAE,0,40,4,2015,4,1,0.2777777777777778,2671
14850,98,540,J5,D,1,5,JNU,KAE,0,79,1,2015,4,1,0.3090909090909091,1860
75360,98,876,J5,D,1,5,JNU,KAE,1,194,1,2015,4,1,0.49074074074074076,6428
9600,98,138,J5,D,1,5,JNU,KAE,4,415,1,2015,4,1,0.25925925925925924,657
1850,98,54,J5,D,1,5,JNU,KAE,0,40,4,2015,4,1,0.16666666666666666,0
37000,67,892,J5,D,1,5,JNU,PEC,0,40,4,2015,4,1,0.30833333333333335,6022
65000,81,1896,J5,D,1,5,JNU,SGY,0,35,1,2015,4,1,0.32,9268
16200,81,426,J5,D,1,5,JNU,SGY,0,79,1,2015,4,1,0.5166666666666667,823
34540,81,312,J5,D,1,5,JNU,SGY,1,194,1,2015,4,1,0.5151515151515151,2651
35200,81,342,J5,D,1,5,JNU,SGY,4,415,1,2015,4,1,0.6666666666666666,4293
3900,95,168,J5,D,1,5,JNU,SIT,0,35,1,2015,4,1,0.4666666666666667,726
1350,95,66,J5,D,1,5,JNU,SIT,0,79,1,2015,4,1,0.4,36
12560,95,138,J5,D,1,5,JNU,SIT,1,194,1,2015,4,1,0.4722222222222222,1046
6400,95,84,J5,D,1,5,JNU,SIT,4,415,1,2015,4,1,0.6666666666666666,1046
49950,50,834,J5,D,1,5,JNU,TKE,0,40,4,2015,4,1,0.2654320987654321,7409
33800,98,1116,J5,D,1,5,KAE,JNU,0,35,1,2015,4,1,0.3153846153846154,1270
276820,253,3226,KO,D,1,5,ANC,ADQ,4,405,2,2015,4,1,0.0,188020
1460,98,54,J5,D,1,5,KAE,JNU,0,35,4,2015,4,1,0.0,7
11100,98,330,J5,D,1,5,KAE,JNU,0,40,4,2015,4,1,0.1111111111111111,232
14850,98,498,J5,D,1,5,KAE,JNU,0,79,1,2015,4,1,0.7090909090909091,320
81640,98,864,J5,D,1,5,KAE,JNU,1,194,1,2015,4,1,0.405982905982906,570
12800,98,144,J5,D,1,5,KAE,JNU,4,415,1,2015,4,1,0.4166666666666667,122
1850,98,18,J5,D,1,5,KAE,JNU,0,40,4,2015,4,1,0.0,0
1350,54,30,J5,D,1,5,KAE,SIT,0,79,1,2015,4,1,0.0,0
9420,54,84,J5,D,1,5,KAE,SIT,1,194,1,2015,4,1,0.25925925925925924,360
3200,54,36,J5,D,1,5,KAE,SIT,4,415,1,2015,4,1,0.0,1
14800,18,111,J5,D,1,5,PEC,ELV,0,40,4,2015,4,1,0.2916666666666667,1183
29600,67,684,J5,D,1,5,PEC,JNU,0,40,4,2015,4,1,0.15625,1564
1300,72,36,J5,D,1,5,SGY,EXI,0,35,1,2015,4,1,0.0,37
35100,17,336,J5,D,1,5,SGY,HNS,0,35,1,2015,4,1,0.28888888888888886,3642
13500,17,126,J5,D,1,5,SGY,HNS,0,79,1,2015,4,1,0.34,426
12560,17,42,J5,D,1,5,SGY,HNS,1,194,1,2015,4,1,0.19444444444444445,649
22400,17,54,J5,D,1,5,SGY,HNS,4,415,1,2015,4,1,0.5238095238095238,1945
59800,81,1914,J5,D,1,5,SGY,JNU,0,35,1,2015,4,1,0.3826086956521739,581
17550,81,546,J5,D,1,5,SGY,JNU,0,79,1,2015,4,1,0.4,300
40820,81,384,J5,D,1,5,SGY,JNU,1,194,1,2015,4,1,0.37606837606837606,535
28800,81,318,J5,D,1,5,SGY,JNU,4,415,1,2015,4,1,0.35802469135802467,486
1350,95,48,J5,D,1,5,SIT,JNU,0,79,1,2015,4,1,0.0,123
9420,95,114,J5,D,1,5,SIT,JNU,1,194,1,2015,4,1,0.48148148148148145,297
3200,95,36,J5,D,1,5,SIT,JNU,4,415,1,2015,4,1,0.1111111111111111,0
3900,54,78,J5,D,1,5,SIT,KAE,0,35,1,2015,4,1,0.3333333333333333,535
1350,54,66,J5,D,1,5,SIT,KAE,0,79,1,2015,4,1,0.6,0
12560,54,84,J5,D,1,5,SIT,KAE,1,194,1,2015,4,1,0.3611111111111111,631
6400,54,42,J5,D,1,5,SIT,KAE,4,415,1,2015,4,1,0.5,901
37000,27,420,J5,D,1,5,TKE,AGN,0,40,4,2015,4,1,0.24166666666666667,2016
53650,50,786,J5,D,1,5,TKE,JNU,0,40,4,2015,4,1,0.39655172413793105,873
1850,20,13,K3,D,1,5,CGA,HYL,0,40,4,2015,4,1,0.3333333333333333,59
12950,28,128,K3,D,1,5,CGA,KTB,0,40,4,2015,4,1,0.07142857142857142,2135
20350,59,360,K3,D,1,5,CGA,WFB,0,40,4,2015,4,1,0.13636363636363635,680
1850,35,31,K3,D,1,5,DOF,FVX,0,40,4,2015,4,1,0.16666666666666666,83
1850,23,20,K3,D,1,5,DOF,WFB,0,40,4,2015,4,1,0.3333333333333333,12
1850,29,15,K3,D,1,5,EDA,KPB,0,40,4,2015,4,1,0.16666666666666666,206
11100,17,66,K3,D,1,5,EDA,NKI,0,40,4,2015,4,1,0.2222222222222222,618
16650,87,438,K3,D,1,5,EDA,WFB,0,40,4,2015,4,1,0.12962962962962962,189
1850,20,22,K3,D,1,5,FVX,HYG,0,40,4,2015,4,1,0.0,140
1850,58,35,K3,D,1,5,FVX,WFB,0,40,4,2015,4,1,0.0,0
1850,35,21,K3,D,1,5,HYG,KTB,0,40,4,2015,4,1,0.0,309
5550,47,95,K3,D,1,5,HYG,WFB,0,40,4,2015,4,1,0.0,225
18500,15,91,K3,D,1,5,HYL,KTB,0,40,4,2015,4,1,0.1,2682
22200,39,286,K3,D,1,5,HYL,WFB,0,40,4,2015,4,1,0.09722222222222222,200
1850,29,20,K3,D,1,5,KCC,EDA,0,40,4,2015,4,1,0.16666666666666666,378
5550,35,65,K3,D,1,5,KCC,KPB,0,40,4,2015,4,1,0.05555555555555555,1399
5550,16,40,K3,D,1,5,KCC,NKI,0,40,4,2015,4,1,0.1111111111111111,2127
18500,68,387,K3,D,1,5,KCC,WFB,0,40,4,2015,4,1,0.08333333333333333,1538
5550,10,27,K3,D,1,5,KCC,WWP,0,40,4,2015,4,1,0.0,1603
1850,29,25,K3,D,1,5,KPB,EDA,0,40,4,2015,4,1,0.16666666666666666,376
18500,1,51,K3,D,1,5,KPB,PPV,0,40,4,2015,4,1,0.03333333333333333,3274
3700,102,113,K3,D,1,5,KPB,WFB,0,40,4,2015,4,1,0.0,45
14800,28,161,K3,D,1,5,KTB,CGA,0,40,4,2015,4,1,0.10416666666666667,2044
1850,34,35,K3,D,1,5,KTB,DOF,0,40,4,2015,4,1,0.16666666666666666,12
5550,15,27,K3,D,1,5,KTB,HYL,0,40,4,2015,4,1,0.16666666666666666,825
46250,41,583,K3,D,1,5,KTB,WFB,0,40,4,2015,4,1,0.2,2842
1850,54,25,K3,D,1,5,MTM,KTB,0,40,4,2015,4,1,0.0,74
79550,16,466,K3,D,1,5,MTM,WFB,0,40,4,2015,4,1,0.20930232558139536,2048
11100,17,70,K3,D,1,5,NKI,EDA,0,40,4,2015,4,1,0.16666666666666666,2547
1850,16,10,K3,D,1,5,NKI,KCC,0,40,4,2015,4,1,0.3333333333333333,18
1850,36,20,K3,D,1,5,NKI,KPB,0,40,4,2015,4,1,0.0,816
14800,71,351,K3,D,1,5,NKI,WFB,0,40,4,2015,4,1,0.125,2914
1850,27,33,K3,D,1,5,PPV,EDA,0,40,4,2015,4,1,0.0,53
3700,34,54,K3,D,1,5,PPV,KCC,0,40,4,2015,4,1,0.0,315
3700,1,7,K3,D,1,5,PPV,KPB,0,40,4,2015,4,1,0.08333333333333333,698
1850,35,23,K3,D,1,5,PPV,NKI,0,40,4,2015,4,1,0.16666666666666666,33
11100,101,366,K3,D,1,5,PPV,WFB,0,40,4,2015,4,1,0.08333333333333333,372
20350,59,360,K3,D,1,5,WFB,CGA,0,40,4,2015,4,1,0.09090909090909091,6772
1850,23,19,K3,D,1,5,WFB,DOF,0,40,4,2015,4,1,0.3333333333333333,163
11100,87,274,K3,D,1,5,WFB,EDA,0,40,4,2015,4,1,0.25,2767
1850,58,28,K3,D,1,5,WFB,FVX,0,40,4,2015,4,1,0.16666666666666666,140
5550,47,104,K3,D,1,5,WFB,HYG,0,40,4,2015,4,1,0.0,1574
33300,39,407,K3,D,1,5,WFB,HYL,0,40,4,2015,4,1,0.12962962962962962,9955
29600,68,580,K3,D,1,5,WFB,KCC,0,40,4,2015,4,1,0.11458333333333333,10428
5550,102,169,K3,D,1,5,WFB,KPB,0,40,4,2015,4,1,0.0,2602
35150,41,425,K3,D,1,5,WFB,KTB,0,40,4,2015,4,1,0.2894736842105263,6950
81400,16,479,K3,D,1,5,WFB,MTM,0,40,4,2015,4,1,0.22727272727272727,18031
7400,71,141,K3,D,1,5,WFB,NKI,0,40,4,2015,4,1,0.125,2182
3700,101,131,K3,D,1,5,WFB,PPV,0,40,4,2015,4,1,0.16666666666666666,1397
1850,0,75,K3,D,1,5,WFB,WFB,0,40,4,2015,4,1,0.0,0
16650,75,706,K3,D,1,5,WFB,WHD,0,40,4,2015,4,1,0.18518518518518517,5666
9250,77,204,K3,D,1,5,WFB,WWP,0,40,4,2015,4,1,0.1,2677
16650,75,660,K3,D,1,5,WHD,WFB,0,40,4,2015,4,1,0.24074074074074073,626
1850,75,44,K3,D,1,5,WHD,WFB,0,40,4,2015,4,1,0.16666666666666666,0
1850,24,30,K3,D,1,5,WWP,EDA,0,40,4,2015,4,1,0.0,694
1850,10,15,K3,D,1,5,WWP,KCC,0,40,4,2015,4,1,0.0,288
3700,25,43,K3,D,1,5,WWP,KPB,0,40,4,2015,4,1,0.0,794
1850,17,14,K3,D,1,5,WWP,NKI,0,40,4,2015,4,1,0.0,226
1850,24,20,K3,D,1,5,WWP,PPV,0,40,4,2015,4,1,0.0,498
3700,77,104,K3,D,1,5,WWP,WFB,0,40,4,2015,4,1,0.25,468
27500,753,785,KO,D,1,5,7AK,ANC,4,405,1,2015,4,2,1.0,3503
5500,165,45,KO,D,1,5,ADQ,AKN,4,405,1,2015,4,1,0.875,605
282320,253,3076,KO,D,1,5,ADQ,ANC,4,405,2,2015,4,1,0.0,67745
0,164,0,KO,D,1,5,ADQ,ILI,4,405,2,2015,4,1,0.0,0
126636,288,1531,KO,D,1,5,AKN,ANC,4,405,2,2015,4,1,0.0,2378
5500,288,62,KO,D,1,5,AKN,ANC,4,405,1,2015,4,1,0.0,0
11136,232,105,KO,D,1,5,AKN,BET,4,405,2,2015,4,1,0.0,2368
110228,71,484,KO,D,1,5,AKN,DLG,4,405,2,2015,4,1,0.0,54108
5500,43,16,KO,D,1,5,AKN,EGX,4,405,2,2015,4,1,0.0,1126
66228,97,383,KO,D,1,5,AKN,ILI,4,405,2,2015,4,1,0.0,12862
0,140,0,KO,D,1,5,AKN,PTH,4,405,2,2015,4,1,0.0,0
11000,275,125,KO,D,1,5,AKN,SDP,4,405,2,2015,4,1,0.0,1158
5500,253,60,KO,D,1,5,ANC,ADQ,4,405,1,2015,4,1,0.0,634
281136,288,3624,KO,D,1,5,ANC,AKN,4,405,2,2015,4,1,0.0,236412
5500,0,70,KO,D,1,5,ANC,ANC,4,405,2,2015,4,1,0.0,5333
38636,318,536,KO,D,1,5,ANC,ANI,4,405,2,2015,4,1,0.0,34447
138728,399,2346,KO,D,1,5,ANC,BET,4,405,2,2015,4,1,0.0,113449
11136,620,286,KO,D,1,5,ANC,CDB,4,405,2,2015,4,2,0.0,8556
137728,160,1128,KO,D,1,5,ANC,CDV,4,405,2,2015,4,1,0.0,53907
116000,329,1680,KO,D,1,5,ANC,DLG,4,405,2,2015,4,1,0.0,96985
27500,792,927,KO,D,1,5,ANC,DUT,4,405,1,2015,4,2,0.15,5899
5500,331,83,KO,D,1,5,ANC,EGX,4,405,1,2015,4,1,0.4375,1852
88684,261,957,KO,D,1,5,ANC,FAI,4,405,2,2015,4,1,0.0,46507
16500,195,155,KO,D,1,5,ANC,ILI,4,405,2,2015,4,1,0.0,13236
144364,571,3546,KO,D,1,5,ANC,JNU,4,405,2,2015,4,2,0.0,113678
5500,348,88,KO,D,1,5,ANC,KGX,4,405,1,2015,4,1,0.0,0
5500,345,82,KO,D,1,5,ANC,KLG,4,405,2,2015,4,1,0.0,5183
5500,775,191,KO,D,1,5,ANC,KTN,4,405,2,2015,4,2,0.0,4081
61000,557,1448,KO,D,1,5,ANC,SDP,4,405,2,2015,4,2,0.0,50720
38500,557,933,KO,D,1,5,ANC,SDP,4,405,1,2015,4,2,0.11607142857142858,6717
11136,592,368,KO,D,1,5,ANC,SIT,4,405,2,2015,4,2,0.0,12037
16592,113,120,KO,D,1,5,ANC,TEK,4,405,2,2015,4,1,0.0,2452
126908,373,2127,KO,D,1,5,ANC,YAK,4,405,2,2015,4,1,0.0,90651
5500,318,78,KO,D,1,5,ANI,ANC,4,405,2,2015,4,1,0.0,0
38636,95,195,KO,D,1,5,ANI,BET,4,405,2,2015,4,1,0.0,26392
5636,77,28,KO,D,1,5,ANI,SHX,4,405,2,2015,4,1,0.0,1073
138408,399,2265,KO,D,1,5,BET,ANC,4,405,2,2015,4,1,0.0,21242
5636,95,29,KO,D,1,5,BET,ANI,4,405,2,2015,4,1,0.0,2254
16636,381,271,KO,D,1,5,BET,SDP,4,405,2,2015,4,1,0.0,9230
33228,390,575,KO,D,1,5,BET,SNP,4,405,2,2015,4,1,0.0,25760
16864,401,328,KO,D,1,5,BET,STG,4,405,2,2015,4,1,0.0,13829
11136,620,274,KO,D,1,5,CDB,ANC,4,405,2,2015,4,2,0.0,2534
11136,178,112,KO,D,1,5,CDB,DUT,4,405,2,2015,4,1,0.0,6806
5592,83,22,KO,D,1,5,CDB,NLG,4,405,2,2015,4,1,0.0,2407
5500,87,31,KO,D,1,5,CDB,SDP,4,405,2,2015,4,1,0.0,818
110092,160,853,KO,D,1,5,CDV,ANC,4,405,2,2015,4,1,0.0,7078
22136,49,84,KO,D,1,5,CDV,TEK,4,405,2,2015,4,1,0.0,4908
5500,213,56,KO,D,1,5,CDV,YAK,4,405,2,2015,4,1,0.0,2749
27592,71,129,KO,D,1,5,DLG,AKN,4,405,2,2015,4,1,0.0,11709
138000,329,1875,KO,D,1,5,DLG,ANC,4,405,2,2015,4,1,0.0,1069
5500,167,39,KO,D,1,5,DLG,BET,4,405,2,2015,4,1,0.0,0
55136,136,360,KO,D,1,5,DLG,ILI,4,405,2,2015,4,1,0.0,11702
0,67,0,KO,D,1,5,DLG,TOG,4,405,2,2015,4,1,0.0,0
22000,42,68,KO,D,1,5,DUT,7AK,4,405,1,2015,4,1,0.09375,1084
27772,792,795,KO,D,1,5,DUT,ANC,4,405,2,2015,4,2,0.0,7790
22000,792,715,KO,D,1,5,DUT,ANC,4,405,1,2015,4,2,0.921875,3234
5636,261,58,KO,D,1,5,DUT,SDP,4,405,2,2015,4,1,0.0,649
5500,261,58,KO,D,1,5,DUT,SDP,4,405,1,2015,4,1,1.0,846
5500,331,69,KO,D,1,5,EGX,ANC,4,405,2,2015,4,1,0.0,184
5500,331,80,KO,D,1,5,EGX,ANC,4,405,1,2015,4,1,0.0,0
88684,261,1107,KO,D,1,5,FAI,ANC,4,405,2,2015,4,1,0.0,675
22000,97,118,KO,D,1,5,ILI,AKN,4,405,2,2015,4,1,0.0,10510
110364,195,963,KO,D,1,5,ILI,ANC,4,405,2,2015,4,1,0.0,3609
5500,248,58,KO,D,1,5,ILI,BET,4,405,2,2015,4,1,0.0,176
0,371,0,KO,D,1,5,ILI,SDP,4,405,2,2015,4,1,0.0,0
149728,571,3444,KO,D,1,5,JNU,ANC,4,405,2,2015,4,2,0.0,31660
0,411,0,KO,D,1,5,JNU,CDV,4,405,2,2015,4,1,0.0,0
11136,234,120,KO,D,1,5,JNU,KTN,4,405,2,2015,4,1,0.0,7280
138864,95,792,KO,D,1,5,JNU,SIT,4,405,2,2015,4,1,0.0,81394
5500,348,78,KO,D,1,5,KGX,ANC,4,405,1,2015,4,1,0.75,0
5500,27,12,KO,D,1,5,KLG,ANI,4,405,2,2015,4,1,0.0,0
5636,85,29,KO,D,1,5,KLW,PSG,4,405,2,2015,4,1,0.0,3097
5500,758,117,KO,D,1,5,KQA,ANC,4,405,1,2015,4,2,1.0,544
33136,775,1010,KO,D,1,5,KTN,ANC,4,405,2,2015,4,2,0.0,4394
5500,234,62,KO,D,1,5,KTN,JNU,4,405,2,2015,4,1,0.0,195
5636,56,19,KO,D,1,5,KTN,KLW,4,405,2,2015,4,1,0.0,2349
5500,0,32,KO,D,1,5,KTN,KTN,4,405,2,2015,4,1,0.0,0
115908,111,692,KO,D,1,5,KTN,PSG,4,405,2,2015,4,1,0.0,61811
138728,82,896,KO,D,1,5,KTN,WRG,4,405,2,2015,4,1,0.0,68486
5500,19,9,KO,D,1,5,KVC,CDB,4,405,2,2015,4,1,0.0,330
22136,102,127,KO,D,1,5,NCN,ANC,4,405,2,2015,4,1,0.0,801
5592,54,16,KO,D,1,5,NLG,SDP,4,405,2,2015,4,1,0.0,0
82908,678,2221,KO,D,1,5,PSG,ANC,4,405,2,2015,4,2,0.0,13305
138728,123,989,KO,D,1,5,PSG,JNU,4,405,2,2015,4,1,0.0,22417
5500,111,59,KO,D,1,5,PSG,KTN,4,405,2,2015,4,1,0.0,909
27500,93,155,KO,D,1,5,PSG,SIT,4,405,2,2015,4,1,0.0,6868
0,423,0,KO,D,1,5,PTH,ANC,4,405,2,2015,4,1,0.0,0
5500,219,54,KO,D,1,5,SDP,7AK,4,405,1,2015,4,1,0.0,0
5500,350,82,KO,D,1,5,SDP,ADQ,4,405,2,2015,4,1,0.0,355
55500,557,1262,KO,D,1,5,SDP,ANC,4,405,2,2015,4,2,0.0,14127
11000,557,226,KO,D,1,5,SDP,ANC,4,405,1,2015,4,2,0.875,1426
16728,87,138,KO,D,1,5,SDP,CDB,4,405,2,2015,4,1,0.0,15151
22272,261,286,KO,D,1,5,SDP,DUT,4,405,2,2015,4,1,0.0,14490
22000,261,268,KO,D,1,5,SDP,DUT,4,405,1,2015,4,1,0.015625,2248
5500,226,51,KO,D,1,5,SDP,KQA,4,405,1,2015,4,1,0.0,0
5500,70,29,KO,D,1,5,SDP,KVC,4,405,2,2015,4,1,0.0,2931
5500,0,102,KO,D,1,5,SDP,SDP,4,405,1,2015,4,1,0.75,580
5500,362,102,KO,D,1,5,SDP,STG,4,405,2,2015,4,1,0.0,4669
5636,329,78,KO,D,1,5,SHX,ANC,4,405,2,2015,4,1,0.0,723
22136,592,535,KO,D,1,5,SIT,ANC,4,405,2,2015,4,2,0.0,9002
11136,95,57,KO,D,1,5,SIT,JNU,4,405,2,2015,4,1,0.0,11662
144228,183,1258,KO,D,1,5,SIT,KTN,4,405,2,2015,4,1,0.0,49492
38684,767,1153,KO,D,1,5,SNP,ANC,4,405,2,2015,4,2,0.0,3316
5636,390,90,KO,D,1,5,SNP,BET,4,405,2,2015,4,1,0.0,1129
5636,395,68,KO,D,1,5,SNP,SDP,4,405,2,2015,4,1,0.0,1374
5636,46,20,KO,D,1,5,SNP,STG,4,405,2,2015,4,1,0.0,2507
5636,401,95,KO,D,1,5,STG,BET,4,405,2,2015,4,1,0.0,134
22364,46,72,KO,D,1,5,STG,SNP,4,405,2,2015,4,1,0.0,11490
16592,113,150,KO,D,1,5,TEK,ANC,4,405,2,2015,4,1,0.0,594
22136,71,96,KO,D,1,5,TEK,NCN,4,405,2,2015,4,1,0.0,3265
0,388,0,KO,D,1,5,TOG,ANC,4,405,2,2015,4,1,0.0,0
5636,82,31,KO,D,1,5,WRG,KTN,4,405,2,2015,4,1,0.0,1082
133092,31,303,KO,D,1,5,WRG,PSG,4,405,2,2015,4,1,0.0,27270
5500,373,87,KO,D,1,5,YAK,ANC,4,405,2,2015,4,1,0.0,287
0,199,0,KO,D,1,5,YAK,JNU,4,405,2,2015,4,1,0.0,0
104908,412,1833,KO,D,1,5,YAK,KTN,4,405,2,2015,4,1,0.0,57878
524400,288,4380,KS,D,1,5,AKN,ANC,4,456,1,2015,4,1,0.3180952380952381,10993
14998,288,127,KS,D,1,5,AKN,ANC,4,459,2,2015,4,1,0.0,3086
