payload,distance,air_time,unique_carrier,region,carrier_group,carrier_group_new,origin,dest,aircraft_group,aircraft_type,aircraft_config,year,month,distance_group,passenger_ratio,transported(lb)
56000,64,247,7S,D,1,5,KTS,OME,4,412,2,2015,3,1,0.0,38099
11200,7,9,7S,D,1,5,KTS,TLA,4,412,2,2015,3,1,0.0,3417
16800,196,203,7S,D,1,5,KTS,UNK,4,412,2,2015,3,1,0.0,2183
5600,8,9,7S,D,1,5,KUK,ATT,4,412,2,2015,3,1,0.0,1932
1275,24,49,7S,D,1,5,KUK,BET,0,35,2,2015,3,1,0.0,0
5600,71,24,7S,D,1,5,KUK,MLL,4,412,2,2015,3,1,0.0,2723
5600,4,4,7S,D,1,5,KUK,NUP,4,412,2,2015,3,1,0.0,1461
61600,79,322,7S,D,1,5,KVL,OTZ,4,412,2,2015,3,1,0.0,128
8925,77,265,7S,D,1,5,KWK,BET,0,35,2,2015,3,1,0.0,0
33600,77,235,7S,D,1,5,KWK,BET,4,412,2,2015,3,1,0.0,6074
3300,71,28,7S,D,1,5,KWN,BET,4,416,1,2015,3,1,0.0,0
22400,71,169,7S,D,1,5,KWN,BET,4,412,2,2015,3,1,0.0,361
3300,71,27,7S,D,1,5,KWN,BET,4,416,1,2015,3,1,0.0,0
5600,45,20,7S,D,1,5,KWN,GNU,4,412,2,2015,3,1,0.0,2380
5600,51,22,7S,D,1,5,KWN,PTU,4,412,2,2015,3,1,0.0,216
3300,11,5,7S,D,1,5,KWT,AKI,4,416,1,2015,3,1,0.0,1080
3000,385,90,7S,D,1,5,KWT,ANC,4,479,1,2015,3,1,0.0,0
5600,84,42,7S,D,1,5,KWT,ANI,4,412,2,2015,3,1,0.0,0
2550,13,18,7S,D,1,5,KWT,BET,0,35,2,2015,3,1,0.0,0
1275,84,43,7S,D,1,5,MLL,ANI,0,35,1,2015,3,1,0.0,0
1275,84,48,7S,D,1,5,MLL,ANI,0,35,1,2015,3,1,1.0,0
2550,69,62,7S,D,1,5,MLL,ATT,0,35,2,2015,3,1,0.0,760
2550,75,81,7S,D,1,5,MLL,BET,0,35,2,2015,3,1,0.0,0
11200,75,95,7S,D,1,5,MLL,BET,4,412,2,2015,3,1,0.0,0
1275,60,34,7S,D,1,5,MLL,KLG,0,35,2,2015,3,1,0.0,0
3300,44,16,7S,D,1,5,MLL,KSM,4,416,1,2015,3,1,0.0,0
2550,44,51,7S,D,1,5,MLL,KSM,0,35,2,2015,3,1,0.0,0
1275,145,76,7S,D,1,5,MLL,UNK,0,35,1,2015,3,1,0.0,0
2550,145,131,7S,D,1,5,MLL,UNK,0,35,2,2015,3,1,0.0,0
1275,140,62,7S,D,1,5,MOU,ANI,0,35,1,2015,3,1,0.0,0
2550,53,52,7S,D,1,5,MOU,AUK,0,35,2,2015,3,1,0.0,307
1275,110,45,7S,D,1,5,MOU,BET,0,35,2,2015,3,1,0.0,0
3300,54,20,7S,D,1,5,MOU,EMK,4,416,1,2015,3,1,0.0,0
3825,54,81,7S,D,1,5,MOU,EMK,0,35,2,2015,3,1,0.0,559
3300,90,30,7S,D,1,5,MOU,HPB,4,416,1,2015,3,1,0.0,0
9900,13,23,7S,D,1,5,MOU,KSM,4,416,1,2015,3,1,0.0,0
5100,13,35,7S,D,1,5,MOU,KSM,0,35,2,2015,3,1,0.0,0
5600,13,8,7S,D,1,5,MOU,KSM,4,412,2,2015,3,1,0.0,0
1275,28,15,7S,D,1,5,MOU,PQS,0,35,2,2015,3,1,0.0,593
11200,28,30,7S,D,1,5,MOU,PQS,4,412,2,2015,3,1,0.0,2801
3300,28,13,7S,D,1,5,MOU,PQS,4,416,1,2015,3,1,0.0,0
11200,154,105,7S,D,1,5,MYU,BET,4,412,2,2015,3,1,0.0,7827
16800,42,49,7S,D,1,5,MYU,OOK,4,412,2,2015,3,1,0.0,6468
6600,100,71,7S,D,1,5,NME,BET,4,416,1,2015,3,1,0.0,0
5100,100,200,7S,D,1,5,NME,BET,0,35,2,2015,3,1,0.0,0
1275,33,25,7S,D,1,5,NME,WWT,0,35,2,2015,3,1,0.0,279
5600,33,20,7S,D,1,5,NME,WWT,4,412,2,2015,3,1,0.0,2943
1275,22,90,7S,D,1,5,NUP,BET,0,35,2,2015,3,1,0.0,0
5600,4,7,7S,D,1,5,NUP,KUK,4,412,2,2015,3,1,0.0,4780
5600,35,14,7S,D,1,5,NUP,KWT,4,412,2,2015,3,1,0.0,640
5600,28,11,7S,D,1,5,OBU,ABL,4,412,2,2015,3,1,0.0,2542
5600,155,55,7S,D,1,5,OBU,OTZ,4,412,2,2015,3,1,0.0,135
11200,7,10,7S,D,1,5,OBU,SHG,4,412,2,2015,3,1,0.0,6043
5600,283,95,7S,D,1,5,OME,BET,4,412,2,2015,3,1,0.0,2562
2550,95,97,7S,D,1,5,OME,ELI,0,35,2,2015,3,1,0.0,2384
11200,95,76,7S,D,1,5,OME,ELI,4,412,2,2015,3,1,0.0,9659
39200,197,471,7S,D,1,5,OME,GAM,4,412,2,2015,3,1,0.0,32393
5600,73,33,7S,D,1,5,OME,GLV,4,412,2,2015,3,1,0.0,3134
61600,64,308,7S,D,1,5,OME,KTS,4,412,2,2015,3,1,0.0,39544
50400,122,410,7S,D,1,5,OME,SHH,4,412,2,2015,3,1,0.0,43577
39200,163,363,7S,D,1,5,OME,SVA,4,412,2,2015,3,1,0.0,33746
16800,57,67,7S,D,1,5,OME,TLA,4,412,2,2015,3,1,0.0,14969
22400,109,171,7S,D,1,5,OME,WAA,4,412,2,2015,3,1,0.0,20174
1275,62,36,7S,D,1,5,OME,WMO,0,35,2,2015,3,1,0.0,1060
16800,62,79,7S,D,1,5,OME,WMO,4,412,2,2015,3,1,0.0,14189
9900,112,125,7S,D,1,5,OOK,BET,4,416,1,2015,3,1,0.0,7
6375,112,250,7S,D,1,5,OOK,BET,0,35,2,2015,3,1,0.0,0
33600,112,382,7S,D,1,5,OOK,BET,4,412,2,2015,3,1,0.0,0
3300,112,41,7S,D,1,5,OOK,BET,4,416,1,2015,3,1,0.0,0
5600,112,51,7S,D,1,5,OOK,BET,4,412,2,2015,3,1,0.0,0
5600,42,17,7S,D,1,5,OOK,MYU,4,412,2,2015,3,1,0.0,1602
16800,19,30,7S,D,1,5,ORV,IAN,4,412,2,2015,3,1,0.0,2878
5600,204,74,7S,D,1,5,ORV,OME,4,412,2,2015,3,1,0.0,0
56000,43,179,7S,D,1,5,ORV,OTZ,4,412,2,2015,3,1,0.0,2500
16800,130,148,7S,D,1,5,OTZ,ABL,4,412,2,2015,3,1,0.0,14285
6000,548,246,7S,D,1,5,OTZ,ANC,4,479,1,2015,3,2,0.05555555555555555,0
1275,74,36,7S,D,1,5,OTZ,BKC,0,35,2,2015,3,1,0.0,1043
39200,74,197,7S,D,1,5,OTZ,BKC,4,412,2,2015,3,1,0.0,33262
5600,57,21,7S,D,1,5,OTZ,DRG,4,412,2,2015,3,1,0.0,4890
28000,59,110,7S,D,1,5,OTZ,IAN,4,412,2,2015,3,1,0.0,21991
56000,79,296,7S,D,1,5,OTZ,KVL,4,412,2,2015,3,1,0.0,48094
16800,155,162,7S,D,1,5,OTZ,OBU,4,412,2,2015,3,1,0.0,14926
56000,43,177,7S,D,1,5,OTZ,ORV,4,412,2,2015,3,1,0.0,44169
72800,150,662,7S,D,1,5,OTZ,PHO,4,412,2,2015,3,1,0.0,64794
5600,198,79,7S,D,1,5,OTZ,PIZ,4,412,2,2015,3,1,0.0,4632
16800,148,159,7S,D,1,5,OTZ,SHG,4,412,2,2015,3,1,0.0,14984
1275,74,43,7S,D,1,5,OTZ,WLK,0,35,2,2015,3,1,0.0,971
50400,74,250,7S,D,1,5,OTZ,WLK,4,412,2,2015,3,1,0.0,43764
28000,48,93,7S,D,1,5,OTZ,WTK,4,412,2,2015,3,1,0.0,19289
3000,698,146,7S,D,1,5,PHO,ANC,4,479,1,2015,3,2,0.6666666666666666,0
5600,72,26,7S,D,1,5,PHO,KVL,4,412,2,2015,3,1,0.0,584
67200,150,631,7S,D,1,5,PHO,OTZ,4,412,2,2015,3,1,0.0,583
6000,150,76,7S,D,1,5,PHO,OTZ,4,479,1,2015,3,1,0.16666666666666666,0
5600,198,64,7S,D,1,5,PIZ,OTZ,4,412,2,2015,3,1,0.0,0
5600,6,8,7S,D,1,5,PKA,BET,4,412,2,2015,3,1,0.0,0
1275,113,49,7S,D,1,5,PQS,ANI,0,35,2,2015,3,1,0.0,0
6600,87,67,7S,D,1,5,PQS,BET,4,416,1,2015,3,1,0.0,0
3825,87,128,7S,D,1,5,PQS,BET,0,35,2,2015,3,1,0.0,0
11200,87,105,7S,D,1,5,PQS,BET,4,412,2,2015,3,1,0.0,0
9900,16,28,7S,D,1,5,PQS,KSM,4,416,1,2015,3,1,0.0,0
6375,16,61,7S,D,1,5,PQS,KSM,0,35,2,2015,3,1,0.0,0
3300,16,8,7S,D,1,5,PQS,KSM,4,416,1,2015,3,1,0.0,0
3300,53,23,7S,D,1,5,PQS,RSH,4,416,1,2015,3,1,0.3333333333333333,0
1275,122,56,7S,D,1,5,PTU,BET,0,35,2,2015,3,1,0.0,0
11200,122,83,7S,D,1,5,PTU,BET,4,412,2,2015,3,1,0.0,928
1275,11,9,7S,D,1,5,PTU,GNU,0,35,2,2015,3,1,0.0,351
1275,26,16,7S,D,1,5,RDV,CKD,0,35,2,2015,3,1,0.0,224
2550,9,18,7S,D,1,5,RDV,SLQ,0,35,2,2015,3,1,0.0,506
5100,60,128,7S,D,1,5,RSH,ANI,0,35,1,2015,3,1,0.35,0
1275,60,33,7S,D,1,5,RSH,ANI,0,35,2,2015,3,1,0.0,0
8925,60,231,7S,D,1,5,RSH,ANI,0,35,2,2015,3,1,0.0,0
1275,71,36,7S,D,1,5,RSH,BET,0,35,1,2015,3,1,0.0,0
1275,71,34,7S,D,1,5,RSH,BET,0,35,2,2015,3,1,0.0,0
11200,71,60,7S,D,1,5,RSH,BET,4,412,2,2015,3,1,0.0,5611
3300,71,29,7S,D,1,5,RSH,BET,4,416,1,2015,3,1,0.2222222222222222,0
1275,36,20,7S,D,1,5,RSH,KLG,0,35,1,2015,3,1,0.4,0
2550,36,37,7S,D,1,5,RSH,KLG,0,35,2,2015,3,1,1.0,289
2550,36,37,7S,D,1,5,RSH,KLG,0,35,2,2015,3,1,0.0,270
1275,68,34,7S,D,1,5,RSH,KSM,0,35,2,2015,3,1,0.0,0
3300,53,21,7S,D,1,5,RSH,PQS,4,416,1,2015,3,1,0.3333333333333333,226
6600,145,96,7S,D,1,5,SCM,BET,4,416,1,2015,3,1,0.0,0
16800,145,169,7S,D,1,5,SCM,BET,4,412,2,2015,3,1,0.0,869
11200,76,73,7S,D,1,5,SCM,KSM,4,412,2,2015,3,1,0.0,0
16800,23,30,7S,D,1,5,SHG,ABL,4,412,2,2015,3,1,0.0,4655
11200,148,90,7S,D,1,5,SHG,OTZ,4,412,2,2015,3,1,0.0,51
5600,65,19,7S,D,1,5,SHH,KTS,4,412,2,2015,3,1,0.0,2341
28000,122,214,7S,D,1,5,SHH,OME,4,412,2,2015,3,1,0.0,0
16800,106,116,7S,D,1,5,SHH,OTZ,4,412,2,2015,3,1,0.0,1614
5600,70,26,7S,D,1,5,SHH,TLA,4,412,2,2015,3,1,0.0,354
2550,77,76,7S,D,1,5,SHX,ANI,0,35,2,2015,3,1,0.5,0
2550,77,83,7S,D,1,5,SHX,ANI,0,35,2,2015,3,1,0.0,0
1275,36,20,7S,D,1,5,SHX,HCR,0,35,2,2015,3,1,1.0,549
1275,21,13,7S,D,1,5,SHX,KGX,0,35,1,2015,3,1,0.2,15
1275,21,13,7S,D,1,5,SHX,KGX,0,35,2,2015,3,1,0.0,686
11200,39,33,7S,D,1,5,SKK,KKA,4,412,2,2015,3,1,0.0,6075
2550,127,124,7S,D,1,5,SKK,OME,0,35,2,2015,3,1,0.0,0
5600,179,60,7S,D,1,5,SKK,OTZ,4,412,2,2015,3,1,0.0,0
1275,36,20,7S,D,1,5,SKK,UNK,0,35,1,2015,3,1,0.0,0
6375,36,89,7S,D,1,5,SKK,UNK,0,35,2,2015,3,1,0.0,0
3825,79,113,7S,D,1,5,SLQ,ANI,0,35,2,2015,3,1,0.0,116
1275,9,5,7S,D,1,5,SLQ,RDV,0,35,2,2015,3,1,0.0,239
5600,156,67,7S,D,1,5,SMK,ANI,4,412,2,2015,3,1,0.0,1174
1275,89,44,7S,D,1,5,SMK,EMK,0,35,1,2015,3,1,0.0,0
6375,89,218,7S,D,1,5,SMK,EMK,0,35,2,2015,3,1,0.0,0
5600,89,35,7S,D,1,5,SMK,EMK,4,412,2,2015,3,1,0.0,0
8925,49,172,7S,D,1,5,SMK,UNK,0,35,2,2015,3,1,0.0,0
5600,49,20,7S,D,1,5,SMK,UNK,4,412,2,2015,3,1,0.0,0
28000,5,23,7S,D,1,5,SMK,WBB,4,412,2,2015,3,1,0.0,10794
5600,344,115,7S,D,1,5,SVA,BET,4,412,2,2015,3,1,0.0,0
5600,197,65,7S,D,1,5,SVA,EMK,4,412,2,2015,3,1,0.0,0
5600,38,16,7S,D,1,5,SVA,GAM,4,412,2,2015,3,1,0.0,1291
50400,163,522,7S,D,1,5,SVA,OME,4,412,2,2015,3,1,0.0,1423
1275,156,67,7S,D,1,5,SXP,BET,0,35,2,2015,3,1,0.0,0
3825,22,37,7S,D,1,5,SXP,EMK,0,35,2,2015,3,1,0.0,0
11200,22,21,7S,D,1,5,SXP,EMK,4,412,2,2015,3,1,0.0,0
5600,7,5,7S,D,1,5,TLA,KTS,4,412,2,2015,3,1,0.0,1495
16800,57,71,7S,D,1,5,TLA,OME,4,412,2,2015,3,1,0.0,0
11200,57,49,7S,D,1,5,TLA,WAA,4,412,2,2015,3,1,0.0,6144
5600,37,17,7S,D,1,5,TLT,BET,4,412,2,2015,3,1,0.0,0
14025,117,605,7S,D,1,5,TNK,BET,0,35,2,2015,3,1,0.0,188
5600,117,36,7S,D,1,5,TNK,BET,4,412,2,2015,3,1,0.0,0
3000,393,99,7S,D,1,5,UNK,ANC,4,479,1,2015,3,1,0.7777777777777778,0
3000,393,98,7S,D,1,5,UNK,ANC,4,479,1,2015,3,1,0.7777777777777778,0
10200,74,299,7S,D,1,5,UNK,KKA,0,35,2,2015,3,1,0.0,7942
1275,36,18,7S,D,1,5,UNK,SKK,0,35,1,2015,3,1,0.0,1139
7650,36,122,7S,D,1,5,UNK,SKK,0,35,2,2015,3,1,0.0,5418
16800,36,50,7S,D,1,5,UNK,SKK,4,412,2,2015,3,1,0.0,13690
1275,49,28,7S,D,1,5,UNK,SMK,0,35,1,2015,3,1,0.0,819
15300,49,327,7S,D,1,5,UNK,SMK,0,35,2,2015,3,1,0.0,11865
44800,49,155,7S,D,1,5,UNK,SMK,4,412,2,2015,3,1,0.0,35680
6375,52,133,7S,D,1,5,UNK,WBB,0,35,2,2015,3,1,0.0,5681
11200,52,40,7S,D,1,5,UNK,WBB,4,412,2,2015,3,1,0.0,10057
6000,518,207,7S,D,1,5,VAK,ANC,4,479,1,2015,3,2,0.2222222222222222,0
39200,136,398,7S,D,1,5,VAK,BET,4,412,2,2015,3,1,0.0,0
3300,93,35,7S,D,1,5,VAK,EMK,4,416,1,2015,3,1,0.0,228
5600,18,13,7S,D,1,5,VAK,HPB,4,412,2,2015,3,1,0.0,2262
3300,84,29,7S,D,1,5,VAK,KSM,4,416,1,2015,3,1,0.0,0
16800,84,166,7S,D,1,5,VAK,KSM,4,412,2,2015,3,1,0.0,0
5600,206,75,7S,D,1,5,VAK,OME,4,412,2,2015,3,1,0.0,0
3300,21,10,7S,D,1,5,VAK,SCM,4,416,1,2015,3,1,0.0,0
5600,21,11,7S,D,1,5,VAK,SCM,4,412,2,2015,3,1,0.0,2110
11200,51,40,7S,D,1,5,WAA,KTS,4,412,2,2015,3,1,0.0,4247
16800,109,111,7S,D,1,5,WAA,OME,4,412,2,2015,3,1,0.0,2162
5600,71,27,7S,D,1,5,WAA,SHH,4,412,2,2015,3,1,0.0,2171
1275,86,38,7S,D,1,5,WBB,EMK,0,35,2,2015,3,1,0.0,0
5600,52,22,7S,D,1,5,WBB,KOT,4,412,2,2015,3,1,0.0,508
16800,118,137,7S,D,1,5,WBB,OME,4,412,2,2015,3,1,0.0,648
5100,52,112,7S,D,1,5,WBB,UNK,0,35,2,2015,3,1,0.0,0
16800,52,60,7S,D,1,5,WBB,UNK,4,412,2,2015,3,1,0.0,0
22400,32,48,7S,D,1,5,WLK,ORV,4,412,2,2015,3,1,0.0,6676
1275,74,64,7S,D,1,5,WLK,OTZ,0,35,2,2015,3,1,0.0,0
33600,74,183,7S,D,1,5,WLK,OTZ,4,412,2,2015,3,1,0.0,1368
1275,34,21,7S,D,1,5,WMO,ELI,0,35,2,2015,3,1,0.0,820
11200,15,18,7S,D,1,5,WMO,GLV,4,412,2,2015,3,1,0.0,6549
11200,62,53,7S,D,1,5,WMO,OME,4,412,2,2015,3,1,0.0,1673
28000,48,99,7S,D,1,5,WTK,OTZ,4,412,2,2015,3,1,0.0,228
6600,42,37,7S,D,1,5,WTL,BET,4,416,1,2015,3,1,0.0,1208
11475,42,194,7S,D,1,5,WTL,BET,0,35,2,2015,3,1,0.0,0
5600,42,60,7S,D,1,5,WTL,BET,4,412,2,2015,3,1,0.0,28
5600,36,19,7S,D,1,5,WTL,KWK,4,412,2,2015,3,1,0.0,4506
6375,95,236,7S,D,1,5,WWT,BET,0,35,2,2015,3,1,0.0,5
16800,95,147,7S,D,1,5,WWT,BET,4,412,2,2015,3,1,0.0,0
2550,89,81,7S,D,1,5,WWT,KSM,0,35,2,2015,3,1,0.0,0
5250,28,32,8E,D,1,5,ABL,OBU,1,194,1,2015,3,1,0.25925925925925924,598
7000,28,22,8E,D,1,5,ABL,OBU,4,416,1,2015,3,1,0.2777777777777778,528
1750,88,26,8E,D,1,5,ABL,ORV,1,194,1,2015,3,1,0.0,70
6050,88,57,8E,D,1,5,ABL,ORV,4,416,1,2015,3,1,0.5555555555555556,100
1750,88,28,8E,D,1,5,ABL,ORV,1,194,1,2015,3,1,0.3333333333333333,0
14000,130,335,8E,D,1,5,ABL,OTZ,1,194,1,2015,3,1,0.3472222222222222,330
5250,130,43,8E,D,1,5,ABL,OTZ,4,412,1,2015,3,1,0.0,0
44700,130,653,8E,D,1,5,ABL,OTZ,4,416,1,2015,3,1,0.3037037037037037,499
1750,130,38,8E,D,1,5,ABL,OTZ,1,194,1,2015,3,1,0.0,0
6350,130,120,8E,D,1,5,ABL,OTZ,4,416,1,2015,3,1,0.6111111111111112,0
2850,149,54,8E,D,1,5,ABL,RDB,4,416,1,2015,3,1,0.5555555555555556,0
12250,23,67,8E,D,1,5,ABL,SHG,1,194,1,2015,3,1,0.42857142857142855,647
5250,23,17,8E,D,1,5,ABL,SHG,4,412,1,2015,3,1,0.0,2836
42250,23,114,8E,D,1,5,ABL,SHG,4,416,1,2015,3,1,0.3968253968253968,3175
6050,67,43,8E,D,1,5,ABL,WLK,4,416,1,2015,3,1,0.8333333333333334,65
2850,141,50,8E,D,1,5,ABL,WTK,4,416,1,2015,3,1,1.0,0
10000,539,253,8E,D,1,5,ANC,OME,4,405,1,2015,3,2,0.18421052631578946,0
8750,46,90,8E,D,1,5,BKC,DRG,1,194,1,2015,3,1,0.2222222222222222,343
63150,46,338,8E,D,1,5,BKC,DRG,4,416,1,2015,3,1,0.5238095238095238,4207
2850,46,15,8E,D,1,5,BKC,DRG,4,416,1,2015,3,1,0.1111111111111111,0
2850,72,25,8E,D,1,5,BKC,IAN,4,416,1,2015,3,1,0.3333333333333333,0
5250,161,61,8E,D,1,5,BKC,OME,4,412,1,2015,3,1,0.0,0
3500,161,56,8E,D,1,5,BKC,OME,4,416,1,2015,3,1,0.5555555555555556,0
38500,74,566,8E,D,1,5,BKC,OTZ,1,194,1,2015,3,1,0.3484848484848485,202
80700,74,745,8E,D,1,5,BKC,OTZ,4,416,1,2015,3,1,0.4230769230769231,560
14000,74,216,8E,D,1,5,BKC,OTZ,1,194,1,2015,3,1,0.5972222222222222,0
8550,74,80,8E,D,1,5,BKC,OTZ,4,416,1,2015,3,1,0.07407407407407407,0
1750,54,16,8E,D,1,5,BKC,WLK,1,194,1,2015,3,1,0.2222222222222222,0
1750,337,106,8E,D,1,5,BRW,OTZ,1,194,1,2015,3,1,0.0,0
8750,46,84,8E,D,1,5,DRG,BKC,1,194,1,2015,3,1,0.35555555555555557,539
33700,46,215,8E,D,1,5,DRG,BKC,4,416,1,2015,3,1,0.4444444444444444,3247
1750,46,16,8E,D,1,5,DRG,BKC,1,194,1,2015,3,1,0.1111111111111111,0
2850,90,29,8E,D,1,5,DRG,IAN,4,416,1,2015,3,1,0.1111111111111111,0
3500,133,80,8E,D,1,5,DRG,OME,1,194,1,2015,3,1,0.2222222222222222,2
5250,133,48,8E,D,1,5,DRG,OME,4,412,1,2015,3,1,0.0,0
6350,133,87,8E,D,1,5,DRG,OME,4,416,1,2015,3,1,0.16666666666666666,68
8750,57,107,8E,D,1,5,DRG,OTZ,1,194,1,2015,3,1,0.6222222222222222,77
76200,57,635,8E,D,1,5,DRG,OTZ,4,416,1,2015,3,1,0.4533333333333333,798
2850,57,17,8E,D,1,5,DRG,OTZ,4,416,1,2015,3,1,0.0,0
2750,454,90,8E,D,1,5,ELI,ANC,4,406,1,2015,3,1,0.4444444444444444,0
3500,22,15,8E,D,1,5,ELI,GLV,1,194,1,2015,3,1,0.4444444444444444,81
5500,22,9,8E,D,1,5,ELI,GLV,4,406,1,2015,3,1,0.3333333333333333,3
43900,22,110,8E,D,1,5,ELI,GLV,4,416,1,2015,3,1,0.4444444444444444,2874
3500,40,30,8E,D,1,5,ELI,KKA,1,194,1,2015,3,1,0.2777777777777778,169
2750,40,10,8E,D,1,5,ELI,KKA,4,406,1,2015,3,1,0.0,2
48000,40,216,8E,D,1,5,ELI,KKA,4,416,1,2015,3,1,0.34814814814814815,1461
8750,95,166,8E,D,1,5,ELI,OME,1,194,1,2015,3,1,0.6444444444444445,34
8250,95,71,8E,D,1,5,ELI,OME,4,406,1,2015,3,1,0.6666666666666666,87
61400,95,638,8E,D,1,5,ELI,OME,4,416,1,2015,3,1,0.4678362573099415,589
3500,95,63,8E,D,1,5,ELI,OME,1,194,1,2015,3,1,0.4444444444444444,0
2750,158,36,8E,D,1,5,ELI,SHH,4,406,1,2015,3,1,1.0,0
2750,36,8,8E,D,1,5,ELI,SKK,4,406,1,2015,3,1,0.5555555555555556,111
7000,36,25,8E,D,1,5,ELI,SKK,4,416,1,2015,3,1,0.2777777777777778,63
12250,67,169,8E,D,1,5,ELI,UNK,1,194,1,2015,3,1,0.3968253968253968,85
14750,67,103,8E,D,1,5,ELI,UNK,4,406,1,2015,3,1,0.6296296296296297,288
10500,67,82,8E,D,1,5,ELI,UNK,4,416,1,2015,3,1,0.18518518518518517,0
2750,76,20,8E,D,1,5,ELI,WBB,4,406,1,2015,3,1,0.6666666666666666,10
10500,34,72,8E,D,1,5,ELI,WMO,1,194,1,2015,3,1,0.25925925925925924,192
2750,34,9,8E,D,1,5,ELI,WMO,4,406,1,2015,3,1,0.2222222222222222,7
26450,34,108,8E,D,1,5,ELI,WMO,4,416,1,2015,3,1,0.3333333333333333,1296
2750,34,11,8E,D,1,5,ELI,WMO,4,406,1,2015,3,1,0.0,0
5000,236,53,8E,D,1,5,EMK,GAM,4,405,1,2015,3,1,1.0,0
5000,123,31,8E,D,1,5,EMK,OME,4,405,1,2015,3,1,0.0,0
3500,130,46,8E,D,1,5,GAL,UNK,4,416,1,2015,3,1,1.0,0
5000,236,51,8E,D,1,5,GAM,EMK,4,405,1,2015,3,1,1.0,0
5000,0,16,8E,D,1,5,GAM,GAM,4,405,1,2015,3,1,0.1111111111111111,0
5000,269,61,8E,D,1,5,GAM,GLV,4,405,1,2015,3,1,0.8421052631578947,0
2400,719,139,8E,D,1,5,GAM,MRI,4,406,1,2015,3,2,0.4444444444444444,0
1750,197,56,8E,D,1,5,GAM,OME,1,194,1,2015,3,1,0.0,0
125000,197,1076,8E,D,1,5,GAM,OME,4,405,1,2015,3,1,0.6222222222222222,493
12350,197,237,8E,D,1,5,GAM,OME,4,406,1,2015,3,1,0.5777777777777777,37
5250,197,68,8E,D,1,5,GAM,OME,4,412,1,2015,3,1,0.0,0
5000,197,43,8E,D,1,5,GAM,OME,4,405,1,2015,3,1,0.0,0
2400,197,46,8E,D,1,5,GAM,OME,4,406,1,2015,3,1,0.3333333333333333,0
10500,197,117,8E,D,1,5,GAM,OME,4,412,1,2015,3,1,0.0,0
140000,38,292,8E,D,1,5,GAM,SVA,4,405,1,2015,3,1,0.5357142857142857,9686
18200,38,74,8E,D,1,5,GAM,SVA,4,406,1,2015,3,1,0.3492063492063492,138
25000,38,55,8E,D,1,5,GAM,SVA,4,405,1,2015,3,1,0.49473684210526314,0
5000,334,67,8E,D,1,5,GAM,UNK,4,405,1,2015,3,1,0.7894736842105263,0
5250,22,25,8E,D,1,5,GLV,ELI,1,194,1,2015,3,1,0.4074074074074074,333
5500,22,12,8E,D,1,5,GLV,ELI,4,406,1,2015,3,1,0.6111111111111112,515
49650,22,124,8E,D,1,5,GLV,ELI,4,416,1,2015,3,1,0.4074074074074074,3313
5000,269,61,8E,D,1,5,GLV,GAM,4,405,1,2015,3,1,0.8421052631578947,0
1750,61,23,8E,D,1,5,GLV,KKA,1,194,1,2015,3,1,0.0,11
2850,61,21,8E,D,1,5,GLV,KKA,4,416,1,2015,3,1,0.0,535
12250,73,173,8E,D,1,5,GLV,OME,1,194,1,2015,3,1,0.38095238095238093,50
5500,73,36,8E,D,1,5,GLV,OME,4,406,1,2015,3,1,0.5,3
5250,73,26,8E,D,1,5,GLV,OME,4,412,1,2015,3,1,0.0,550
36300,73,272,8E,D,1,5,GLV,OME,4,416,1,2015,3,1,0.5555555555555556,267
10000,73,38,8E,D,1,5,GLV,OME,4,405,1,2015,3,1,0.02631578947368421,0
3500,55,24,8E,D,1,5,GLV,SKK,4,416,1,2015,3,1,0.3333333333333333,86
3500,81,56,8E,D,1,5,GLV,UNK,1,194,1,2015,3,1,0.2222222222222222,0
2400,81,18,8E,D,1,5,GLV,UNK,4,406,1,2015,3,1,0.4444444444444444,0
5250,15,18,8E,D,1,5,GLV,WMO,1,194,1,2015,3,1,0.2962962962962963,7
40050,15,71,8E,D,1,5,GLV,WMO,4,416,1,2015,3,1,0.4166666666666667,1714
3500,243,60,8E,D,1,5,HUS,UNK,4,416,1,2015,3,1,0.5555555555555556,0
1750,71,24,8E,D,1,5,IAN,ABL,1,194,1,2015,3,1,0.6666666666666666,141
5250,71,27,8E,D,1,5,IAN,ABL,4,412,1,2015,3,1,0.0,3191
3500,71,27,8E,D,1,5,IAN,ABL,4,416,1,2015,3,1,0.1111111111111111,125
10500,19,41,8E,D,1,5,IAN,ORV,1,194,1,2015,3,1,0.3888888888888889,1094
44850,19,86,8E,D,1,5,IAN,ORV,4,416,1,2015,3,1,0.4444444444444444,2623
2850,19,6,8E,D,1,5,IAN,ORV,4,416,1,2015,3,1,0.5555555555555556,0
12250,59,156,8E,D,1,5,IAN,OTZ,1,194,1,2015,3,1,0.5238095238095238,73
105850,59,752,8E,D,1,5,IAN,OTZ,4,416,1,2015,3,1,0.4713804713804714,348
1750,59,19,8E,D,1,5,IAN,OTZ,1,194,1,2015,3,1,0.0,0
3200,59,23,8E,D,1,5,IAN,OTZ,4,416,1,2015,3,1,0.4444444444444444,0
1750,98,36,8E,D,1,5,IAN,RDB,1,194,1,2015,3,1,0.7777777777777778,0
8550,98,102,8E,D,1,5,IAN,RDB,4,416,1,2015,3,1,0.5185185185185185,0
